	CH573701	CH573801	CH573901	CH574001	CH574101	CH574401	CH574601	CH574801	CH575001	CH575101	CH575201	CH575301	CH575401	CH576201	CH576301	CH576401	CH576501	CH576601	CH576701	CH576711
ENSG00000144369	90	512	1350	369	648	1031	235	192	462	1176	894	582	1702	831	503	723	755	1118	174	583
ENSG00000144381	14822	17693	19554	21225	17362	25353	21246	23242	18236	25941	34237	16967	69174	29563	12623	10250	22653	17463	23709	18002
ENSG00000144395	6	2	5	0	2	2	9	1	11	21	11	6	45	6	3	4	7	5	2	13
ENSG00000144401	510	571	442	357	506	764	629	462	394	373	610	777	1261	843	421	226	730	695	431	883
ENSG00000144406	2751	674	213	1317	1490	1898	1074	1304	487	729	1759	590	809	1189	418	389	873	586	758	702
ENSG00000144407	8	147	46	17	46	3	17	25	9	5	7	0	829	27	7	2	1	58	21	22
ENSG00000144410	6	4	2	6	7	18	17	15	3	2	3	24	1	1	2	0	3	12	8	19
ENSG00000144426	361	699	603	122	95	353	780	716	461	790	1061	812	744	839	618	308	779	1012	498	901
ENSG00000144445	1736	1463	1305	803	1122	1500	1983	1789	981	1411	1546	1487	2081	1858	1181	606	2043	1484	1970	2293
ENSG00000144451	538	1415	1150	721	1043	1274	1499	1034	946	1150	2083	510	232	1250	939	391	1932	953	1195	1682
ENSG00000144452	0	6	2	2	0	6	19	2	1	1	2	1	7	3	25	0	14	9	0	78
ENSG00000144455	6285	3801	2846	1044	4133	4929	3972	2965	1718	1819	3828	1442	5150	2904	2427	1350	3686	3385	3384	2968
ENSG00000144460	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000144468	982	1210	1260	653	765	1442	1368	1113	752	608	1084	1235	1944	1561	1143	550	1118	1295	1141	1876
ENSG00000144476	406	648	476	140	213	758	186	131	370	1092	889	263	2421	579	641	124	239	341	369	980
ENSG00000144481	26304	34859	18314	4671	9850	88394	31159	56166	26680	9278	25168	13339	28349	19981	53319	10940	46305	14422	71468	9710
ENSG00000144485	313	98	197	81	127	639	84	118	679	2529	784	438	679	51	82	34	131	202	686	378
ENSG00000144488	16	11	44	2	12	16	35	41	9	26	21	1	62	35	48	25	11	13	27	115
ENSG00000144504	544	498	499	295	350	1047	686	389	390	503	561	534	831	398	338	206	497	851	528	1067
ENSG00000144524	1164	1303	1287	1096	1092	1676	1901	1304	941	1098	1978	1337	4119	1869	1089	767	2175	1864	1179	2540
ENSG00000144535	1327	1272	1132	729	1037	1258	1522	1013	718	857	1649	1078	2265	1154	787	566	1630	1553	1006	2002
ENSG00000144550	1	1	0	0	5	2	1	1	1	1	2	3	4	1	0	0	0	2	1	1
ENSG00000144554	340	572	503	153	283	834	680	497	444	1036	698	259	1558	412	342	172	482	383	455	687
ENSG00000144559	289	488	311	306	378	486	571	272	316	253	401	178	786	386	323	156	396	374	260	634
ENSG00000144560	2663	4729	4208	1479	2151	6396	5143	2651	2243	3420	4632	2156	7856	3872	3443	2016	3824	4759	4041	6536
ENSG00000144566	4296	4923	4160	2369	3519	7431	4210	2943	2365	3482	4895	2544	6591	3752	3749	1653	4982	5349	5449	6085
ENSG00000144567	11669	7339	7050	4931	7692	16909	8791	8249	5079	7089	7878	6144	14937	6988	5558	3633	9251	8501	9245	11587
ENSG00000144579	14851	9736	8015	6867	8821	21890	12187	11566	6238	7105	8787	9592	17563	11424	6442	4224	10690	11767	14598	16621
ENSG00000144580	368	587	567	264	366	910	598	532	446	692	924	613	1177	656	416	283	694	816	495	730
ENSG00000144583	19	17	9	41	4	14	3	7	2	2	20	12	61	3	22	1	1	43	4	19
ENSG00000144589	905	1172	872	663	878	2235	1131	696	727	656	1070	672	2400	848	617	538	1067	862	508	1739
ENSG00000144591	5028	3192	2253	1698	3271	6356	2900	3054	1801	1058	2155	2190	4634	2199	1721	997	2895	3056	4963	3763
ENSG00000144596	2	7	8	3	4	7	8	9	3	7	28	3	39	12	14	7	5	6	5	10
ENSG00000144619	123	844	542	319	1183	2678	401	178	112	134	1158	135	812	326	482	310	704	232	184	363
ENSG00000144635	3147	3050	2212	1645	2361	4689	2755	2448	2104	2714	4031	1589	4546	2238	2183	1010	2935	3273	3337	2930
ENSG00000144642	50	96	162	27	11	35	144	75	28	96	81	38	160	152	206	54	87	65	55	236
ENSG00000144644	0	0	0	0	4	6	0	0	2	1	2	0	4	17	1	1	2	2	0	4
ENSG00000144645	821	1648	1191	645	847	1617	1176	945	1175	2235	755	1388	2857	1797	2536	561	1414	1118	589	2565
ENSG00000144647	2734	1674	959	766	1171	2463	1731	1297	840	793	1472	557	3118	1186	1048	554	1479	1675	1618	2281
ENSG00000144649	70	176	191	39	81	107	177	95	57	77	41	19	331	87	226	40	52	177	107	285
ENSG00000144655	9046	17226	7657	1425	2708	33483	2930	1583	4709	1466	3937	10776	7420	10129	14058	3315	4192	12608	17786	51886
ENSG00000144659	3602	2707	2946	2324	2842	3778	3044	3087	1950	1559	3074	1249	5027	2612	2280	1449	3223	3138	3794	3327
ENSG00000144668	837	723	442	97	53	533	390	233	180	484	504	99	1166	860	864	187	557	386	216	960
ENSG00000144671	2	2	0	1	2	4	0	0	1	1	0	1	4	1	0	0	0	1	1	4
ENSG00000144674	8689	12037	16333	5385	8681	19239	13564	12767	8247	13022	13371	11647	20590	12459	10159	8458	19320	20462	8997	14556
ENSG00000144677	3168	4186	6870	4593	4523	10773	4002	2817	2690	4930	21155	2870	8350	3898	3334	2233	5803	6639	6410	7616
ENSG00000144681	43	305	68	33	24	173	227	96	38	31	77	32	94	934	149	92	372	42	224	777
ENSG00000144711	5329	7352	8286	3753	4573	11028	7725	6491	4282	4838	7790	2443	9727	5109	4761	3873	6258	7252	8315	7956
ENSG00000144712	220	365	212	145	50	134	311	137	63	83	193	97	621	279	378	106	152	253	157	815
ENSG00000144713	38853	47941	43775	45062	39535	48056	54581	39623	37289	45105	62766	17620	102442	37369	29807	28729	50026	35067	49433	68024
ENSG00000144724	1725	1935	1760	625	1273	1898	1503	1004	781	903	3126	723	2483	1634	1086	851	1432	1968	1073	1784
ENSG00000144730	1295	1427	889	601	291	1858	1175	779	617	1568	918	293	2902	898	1705	447	974	1354	864	1094
ENSG00000144736	1106	826	670	553	453	1290	853	1055	722	759	630	558	1679	1006	665	471	1185	1268	989	1456
ENSG00000144741	798	1128	914	640	585	1336	1131	729	588	660	885	414	1448	847	838	479	948	993	972	1537
ENSG00000144744	2613	3554	2012	1373	1995	4721	3392	2457	2238	2303	3494	1528	4406	2760	2769	1230	3368	3293	2529	3793
ENSG00000144746	16420	15171	8708	8541	8142	21746	13077	17542	8772	5167	10818	4354	14637	10001	12105	4850	14050	14269	17976	17246
ENSG00000144747	3691	5529	5101	2084	2793	6329	4749	4570	2889	3331	4530	3240	5192	4527	4421	2426	5690	5964	4584	6349
ENSG00000144749	15638	32784	46495	12776	14057	28512	29761	24298	13740	11946	33847	14157	28487	19040	9402	10415	27092	32387	24336	21167
ENSG00000144771	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000144791	4116	4279	4204	2565	1949	7081	4555	3793	3636	5782	4901	2399	5591	3695	2334	2205	4513	4463	4094	5211
ENSG00000144792	19	62	37	14	19	14	72	24	11	22	34	24	61	50	87	29	16	37	31	101
ENSG00000144802	2106	6550	2169	828	1054	5580	2132	386	2890	1034	1873	11266	2866	5104	3500	865	1476	5180	3772	21763
ENSG00000144810	1238	1423	1480	372	162	502	220	324	349	875	1008	489	1385	999	1233	279	319	560	178	546
ENSG00000144815	687	1246	876	438	293	1403	677	706	1223	2435	2049	1361	1606	967	1505	378	753	776	954	1593
ENSG00000144820	4740	0	0	0	0	1	0	0	0	5	0	0	0	0	1	0	0	0	5452	4395
ENSG00000144821	52	15	5	20	123	47	9	69	22	20	9	61	63	11	141	8	30	63	403	118
ENSG00000144824	1040	2965	3025	3423	9668	8067	3319	682	725	830	8503	1716	7429	1810	3067	1263	2526	3354	985	3948
ENSG00000144827	5426	3313	2855	2548	3475	4555	3977	3080	1831	2286	4128	2370	3085	2518	2294	1347	4051	3664	6402	3109
ENSG00000144834	13	1	0	2	1	6	2	6	5	15	5	2	2	5	5	1	1	4	3	18
ENSG00000144837	634	3754	6035	2100	2963	12010	1374	582	1399	2153	3196	1130	4362	728	366	1227	7585	841	712	996
ENSG00000144840	1483	1865	1700	1220	2801	2956	2279	1636	1064	1227	3057	1724	2783	1574	1511	1003	2780	1810	1343	2645
ENSG00000144843	432	1817	1283	478	440	2704	1033	945	802	439	1269	809	1858	565	1151	426	278	944	589	1304
ENSG00000144847	3	8	11	7	12	19	14	4	5	24	16	4	13	7	35	5	7	9	21	35
ENSG00000144848	1488	2094	1505	1449	1660	2612	1783	1463	1296	1706	2100	1162	3065	1402	1242	762	1777	2412	1497	2468
ENSG00000144852	6	11	8	3	5	10	5	7	2	3	3	4	1	3	5	3	4	7	6	10
ENSG00000144857	1321	3699	3021	545	247	1815	2235	1492	618	681	1152	547	2823	2060	2394	801	1337	928	1825	5430
ENSG00000144867	6010	4967	4849	2787	4508	8074	4977	5932	4171	3357	6182	3448	14833	4876	2604	2132	2624	6740	8190	5085
ENSG00000144868	82	30	28	14	5	17	31	14	19	40	27	4	111	40	25	10	12	15	46	153
ENSG00000144891	3234	429	376	1758	1152	1443	114	1609	530	757	10655	967	907	97	2013	61	48	1054	711	181
ENSG00000144893	357	241	164	23	63	380	175	120	9	9	690	38	1236	18	64	136	165	222	362	84
ENSG00000144908	265	1340	368	2427	2340	5213	1328	1026	472	19	1167	205	3033	532	998	746	2134	2523	1448	5460
ENSG00000144909	624	1180	848	333	464	952	874	719	649	1214	1309	833	1423	864	874	442	908	1129	672	1498
ENSG00000144935	89	346	262	196	99	192	206	117	96	225	609	87	264	402	526	104	257	242	121	702
ENSG00000144959	970	2463	1268	960	477	1269	1314	2465	2377	1090	653	1139	2319	2385	2334	656	2020	2436	1120	2211
ENSG00000144962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000145012	1021	2810	3029	392	501	1252	2513	2619	1489	1967	5081	3356	2893	3464	3614	1474	4133	2946	2895	3865
ENSG00000145014	347	623	460	302	559	930	505	323	194	135	617	412	983	286	209	189	557	400	232	604
ENSG00000145016	1337	1723	1501	661	618	2322	1761	1365	1290	2033	2058	1275	5905	1483	1129	731	1605	1923	1755	2497
ENSG00000145020	129	1177	135	257	1034	513	873	668	830	136	1427	190	456	487	1474	139	362	477	540	2208
ENSG00000145022	5200	3612	3075	3386	4251	10849	4271	4384	1673	1360	6393	1484	7468	2326	3842	1806	2951	3827	5535	5116
ENSG00000145029	1257	1075	703	641	583	1758	1398	1028	541	591	1743	449	1594	732	1108	348	945	912	1638	1855
ENSG00000145040	1	12	2	5	1	19	13	2	10	2	6	10	24	11	20	2	4	13	11	88
ENSG00000145041	1903	2690	2832	1255	1887	4323	2961	2581	1728	2599	3741	1613	4607	2294	2124	1398	3274	3355	2398	3018
ENSG00000145050	7690	4848	3778	3249	7052	19463	4857	4716	3290	1773	5889	2109	17017	3836	3777	1912	5388	8124	6945	4415
ENSG00000145075	15	50	33	20	10	27	67	57	27	41	63	43	43	48	30	17	18	171	21	61
ENSG00000145087	21	147	160	200	2809	193	206	92	51	62	1147	65	297	262	289	78	232	44	186	503
ENSG00000145088	432	1177	313	262	158	727	727	1081	1247	1343	153	1155	1831	923	1773	149	278	299	1830	942
ENSG00000145103	2382	1665	1206	780	1345	3323	1854	1910	1563	812	953	1773	2810	1140	2856	549	1383	1689	2573	1742
ENSG00000145107	40	199	9	5	4	67	21	20	28	2	5	54	27	30	15	9	23	45	35	5
ENSG00000145113	80	2666	27	60	43	2478	1521	191	120	0	4	345	4129	1466	1054	172	1018	1692	16	11709
ENSG00000145147	2542	1614	991	215	263	380	589	531	417	500	576	1562	614	700	1425	431	1628	504	935	1090
ENSG00000145191	3221	3980	3251	2447	3373	6613	4331	3756	2633	2803	3694	2996	10557	3211	3067	1626	3971	3871	3996	5033
ENSG00000145192	0	0	0	0	0	0	3	1	0	1	0	0	4	1	0	0	0	1	0	0
ENSG00000145194	603	440	262	269	300	560	325	471	386	275	474	248	2329	429	193	202	417	540	544	264
ENSG00000145198	39	6	7	28	71	36	11	9	5	13	23	23	205	10	33	8	27	29	73	52
ENSG00000145214	818	1034	848	376	1414	2298	1049	481	522	802	2056	354	1956	625	570	562	1862	2164	882	1493
ENSG00000145216	1337	2060	1554	1021	1246	2861	1989	1324	1452	1797	2356	1738	3651	1450	1248	924	2225	2229	1382	2680
ENSG00000145217	112	190	251	90	102	414	172	101	77	219	264	99	306	87	44	96	242	207	116	171
ENSG00000145220	368	788	747	511	390	802	704	464	509	546	1075	333	957	584	412	294	805	500	428	815
ENSG00000145241	841	1485	1165	702	735	1474	1298	994	750	958	1334	1343	1175	1011	1165	547	1334	1257	811	2169
ENSG00000145242	75	556	108	729	306	375	1339	255	518	136	16	86	37	70	340	70	615	150	148	653
ENSG00000145244	166	223	210	62	141	124	128	231	41	22	45	79	220	155	466	47	47	122	52	643
ENSG00000145246	672	1944	1052	731	600	1480	1272	903	847	726	1328	1584	2154	1266	1422	414	520	1596	968	3258
ENSG00000145247	2040	1843	1427	1456	1351	3583	2016	1347	1345	563	2293	1412	3351	1162	1293	633	2519	1707	1400	2475
ENSG00000145248	19	15	38	79	36	71	14	11	47	11	144	57	67	21	13	1	65	4	2	13
ENSG00000145283	8	53	20	2	10	9	5	3	4	11	20	12	67	7	49	4	3	5	10	17
ENSG00000145284	1565	1219	1563	1382	2125	2161	1510	421	164	230	1786	601	2616	915	1196	1209	1039	1627	301	2719
ENSG00000145293	2977	2998	2830	2043	2062	4744	3362	3387	1840	1821	3772	2702	5978	2804	2234	1766	5094	3680	3070	2835
ENSG00000145309	0	0	0	0	0	0	0	0	2	0	0	4	0	1	121	0	0	2	0	3
ENSG00000145321	923	413	680	697	855	1368	898	599	363	197	776	232	1473	385	368	317	908	1073	483	1760
ENSG00000145331	446	567	725	391	580	635	667	621	432	402	723	653	445	496	424	317	654	477	452	484
ENSG00000145332	1582	1958	2018	605	1523	2344	1617	1672	1102	1280	2158	2222	1454	1849	850	885	2012	2089	1457	1644
ENSG00000145335	1586	360	232	296	1194	1758	368	644	262	413	74	585	183	293	817	172	97	334	190	385
ENSG00000145337	5168	5018	4264	3111	5077	7942	4604	4081	3132	2921	5098	5244	4997	5097	4056	2533	5219	5641	4807	6007
ENSG00000145348	1118	1965	1251	472	1388	1750	1800	1431	634	605	1625	1344	1172	1242	1369	461	1703	1443	1104	1970
ENSG00000145349	2484	2633	1928	1836	1604	2398	2889	2683	2189	2179	2984	4860	1940	2554	7397	780	5957	2621	2099	4345
ENSG00000145354	1854	1580	1398	1163	1539	2645	1593	1642	1030	868	2078	1099	1497	1295	1279	633	1956	1906	1945	1755
ENSG00000145358	17	58	93	24	11	24	154	50	42	121	76	10	71	139	186	40	80	24	56	259
ENSG00000145362	101	548	403	439	200	1358	278	167	173	507	5078	140	757	471	1234	189	209	608	254	794
ENSG00000145375	405	726	689	341	396	598	572	459	363	497	924	533	1088	671	465	312	678	693	389	564
ENSG00000145384	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000145386	105	201	189	189	108	280	281	235	312	706	833	114	1381	223	51	85	175	331	155	175
ENSG00000145388	761	1137	1034	570	614	1392	1191	743	671	688	1412	1023	1258	1019	858	498	1262	1066	820	1615
ENSG00000145390	1208	3085	2507	992	722	1982	1848	2363	1389	1400	2361	1727	1438	2929	2091	940	2096	2260	2395	3869
ENSG00000145391	13770	13824	13142	8003	8154	20217	15275	17296	8768	4374	16701	14421	14065	11641	11480	6554	19663	17872	18097	13406
ENSG00000145414	4345	6754	4610	3175	2989	9031	5335	3993	3716	3289	4494	3471	10982	4612	3621	2241	4605	5004	4194	9037
ENSG00000145416	23	237	99	50	11	78	78	52	91	267	109	62	258	105	53	33	33	91	24	108
ENSG00000145423	336	1590	2360	1177	427	1035	634	669	655	1359	1211	593	3376	2370	2317	479	490	1996	414	1083
ENSG00000145428	2	36	36	9	2	19	38	23	4	3	7	3	9	26	56	11	20	14	7	103
ENSG00000145431	520	2328	1493	952	231	598	1915	964	538	265	816	477	1251	2050	2194	534	1892	983	902	3411
ENSG00000145439	1564	1784	1931	1852	2979	8343	2015	1414	1059	1437	6887	1968	3270	1281	1451	712	1880	1630	2216	1903
ENSG00000145451	0	0	0	0	1	0	1	0	0	3	0	1	2	0	2	0	0	2	0	0
ENSG00000145476	2603	2310	1624	629	2255	3962	1558	1794	900	835	1183	1929	1639	1320	2469	562	2018	1337	1189	2619
ENSG00000145491	58	1	7	4	13	89	2	4	2	4	2	1	59	3	5	1	3	181	16	37
ENSG00000145494	2707	2353	1727	1536	2503	5142	2648	1823	1496	911	2916	1479	6367	1531	1163	915	2379	1789	2542	2611
ENSG00000145495	4247	6586	6252	3020	2240	8610	7465	6244	4786	7088	9875	9039	9300	6909	4093	3487	8966	6581	4952	8237
ENSG00000145506	46	82	81	29	15	113	94	20	17	14	35	23	102	57	47	8	47	72	14	192
ENSG00000145526	269	165	132	124	197	500	157	103	83	234	438	88	989	115	88	58	188	101	128	380
ENSG00000145536	5	5	13	6	4	5	6	3	9	20	5	10	17	18	10	2	7	4	1	2
ENSG00000145545	709	535	398	632	378	808	633	615	408	436	1139	257	1471	587	250	214	645	444	2343	566
ENSG00000145555	2842	4599	4331	2389	2275	5421	4118	4030	2948	2399	2302	5080	6901	3899	2064	2608	8217	3888	2883	3981
ENSG00000145569	1644	1871	3105	440	325	2293	1161	2124	3850	7442	1086	6187	4267	1775	2688	1038	2297	926	2135	1778
ENSG00000145592	25773	35691	31335	33889	32980	37940	41159	27857	23850	25310	41426	26605	69672	26093	22176	19590	40777	22429	34537	49620
ENSG00000145604	119	264	244	228	55	253	345	237	248	456	569	264	871	266	153	101	300	347	127	420
ENSG00000145623	977	4223	2721	745	618	2067	1717	1483	747	832	1288	1765	3128	2461	2350	895	1500	1950	1336	2074
ENSG00000145626	6	0	0	3	0	0	1	0	1	0	0	15	9	0	43	0	1	0	4	6
ENSG00000145632	1277	1363	484	403	631	3014	649	607	488	804	1180	689	3566	720	1570	356	357	504	1128	4063
ENSG00000145649	26	96	89	76	20	132	43	64	170	519	33	109	568	135	54	76	35	209	33	120
ENSG00000145675	3038	6384	3339	2253	2133	3529	5737	4287	1979	2203	3597	1830	7962	4723	4574	1907	2953	3460	2581	6648
ENSG00000145681	14	12	4	1	3	1	2	0	3	1	62	3	550	22	7	1	2	36	2	2
ENSG00000145685	688	2108	1159	331	383	1275	949	595	478	878	804	795	1951	1312	1938	490	970	610	830	2371
ENSG00000145687	639	815	471	493	653	1490	850	501	252	220	461	532	1139	731	819	280	1208	731	719	2042
ENSG00000145692	65	2	5	10	1	5	4	0	0	4	3	2	2	9	11	1	2	1	7	4
ENSG00000145700	2	3	3	1	6	2	3	4	0	1	9	2	2	0	8	1	0	3	2	9
ENSG00000145703	9570	7779	12692	6689	12764	27552	10267	10242	5617	2357	14884	9799	18138	7441	4750	5737	8575	6497	13564	6027
ENSG00000145708	41	24	48	5	6	33	14	8	14	30	14	8	22	40	22	12	29	31	7	27
ENSG00000145715	1439	2728	2121	1304	1535	2904	2950	1724	1806	2309	3376	2565	3433	2501	1991	1326	3245	2766	1992	3558
ENSG00000145721	112	141	85	26	0	34	215	84	31	9	1	21	33	237	68	59	68	34	131	620
ENSG00000145723	368	336	353	253	330	402	447	399	248	232	519	283	414	356	269	158	406	410	384	472
ENSG00000145725	1670	2815	2698	1670	1879	2934	3292	2127	1801	2680	2406	3075	3807	2709	2045	1365	3960	3272	2574	3533
ENSG00000145730	8263	8735	8494	4884	3588	10848	5640	3743	3479	1812	5095	2499	7155	3656	11225	2427	6426	4980	6648	10498
ENSG00000145734	1403	3065	2921	1178	1437	2833	3422	2328	1647	1852	5830	3752	5196	3340	2115	1403	2442	1633	1764	3812
ENSG00000145736	230	729	88	156	186	1610	101	599	541	168	526	1214	399	126	205	69	3	90	492	486
ENSG00000145740	4027	4626	4812	2973	4024	7045	4933	4225	2848	1275	6166	3984	5986	3356	2946	1904	3143	2501	4624	5070
ENSG00000145743	1889	2623	2388	1280	1997	2970	2304	1552	1410	1367	3727	2378	2312	2047	2155	1100	2367	2531	2940	2818
ENSG00000145757	2	18	13	13	4	10	23	9	10	9	7	28	11	12	11	7	22	10	15	21
ENSG00000145777	44	157	73	35	21	87	114	33	20	12	26	50	56	232	405	39	200	74	46	381
ENSG00000145779	2717	938	579	477	170	1136	1059	1514	572	1278	371	1074	1042	1122	639	213	548	1152	2934	1325
ENSG00000145780	2930	2926	3533	1240	2284	3477	2369	2963	1837	2415	3667	3344	3886	2638	1941	1842	3304	3092	3754	3972
ENSG00000145781	1165	1848	1675	1176	1299	1906	1650	1608	1126	798	2306	1602	2076	1166	1131	579	1876	1451	1372	1547
ENSG00000145782	873	1311	1249	735	749	1460	1419	1126	864	1130	1394	1402	1836	1175	969	610	1455	1234	1126	1816
ENSG00000145794	189	185	92	105	109	113	163	289	107	161	29	309	23	264	173	22	27	124	416	216
ENSG00000145808	0	6	3	4	4	3	36	1	3	1	4	1	1	12	2	1	10	5	0	5
ENSG00000145817	3374	3717	3162	2205	3072	4782	3732	3659	2114	1782	3920	2782	4386	3078	2561	1644	3800	3312	4460	4422
ENSG00000145819	1093	3043	1784	1154	457	1516	2083	2029	596	940	2380	620	3032	1422	760	611	1361	1222	3128	2470
ENSG00000145824	588	897	4606	2496	212	370	229	1262	870	2243	869	685	2265	1053	1382	171	803	1183	370	254
ENSG00000145826	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145833	2195	4269	3445	2136	2598	5161	4481	3371	2678	3373	4863	4058	5965	3512	3243	1897	4226	3730	3023	5352
ENSG00000145839	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000145850	62	5	7	7	4	4	10	34	48	203	0	7	37	12	8	6	22	15	100	19
ENSG00000145861	40	78	77	33	21	86	31	26	25	55	83	17	102	49	92	15	35	53	46	102
ENSG00000145863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145864	330	13	14	6	1	7	3	8	11	14	5	3	15	7	2	6	11	3	4	23
ENSG00000145868	2222	2580	1783	1223	2222	5457	2593	2612	1706	1922	3277	3320	4582	2471	3062	990	3266	3760	2511	3458
ENSG00000145879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145882	1011	1169	985	926	901	2367	1264	1018	729	459	1772	488	3002	813	593	485	1210	1527	883	1072
ENSG00000145888	1	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	1	0	0
ENSG00000145907	7334	6052	6361	3556	6373	9398	7501	7042	5719	7166	10906	8307	11940	7895	4669	3328	8142	6661	5909	7993
ENSG00000145908	162	354	419	245	61	151	516	258	436	892	536	162	436	319	190	145	394	159	190	742
ENSG00000145911	176	214	151	218	155	278	389	127	113	134	509	229	385	147	217	106	129	287	58	608
ENSG00000145912	3587	3453	2670	3055	3505	5861	3666	2937	2352	1529	4841	2122	7474	2734	1876	1446	3854	3095	3507	4503
ENSG00000145916	1904	1517	1436	897	1421	3448	1971	1488	951	724	1994	1635	3665	1436	1205	748	2281	2340	1654	2607
ENSG00000145919	1546	2064	2114	1687	1598	3135	2319	1538	1340	1234	2393	2041	4077	2082	1696	1048	2540	2489	1371	2593
ENSG00000145920	140	3	3	166	1	18	7	16	5	23	20	66	23	9	20	11	4	56	3	88
ENSG00000145934	54	420	150	256	62	257	362	137	92	126	2063	194	118	877	641	96	254	63	200	482
ENSG00000145936	326	1776	1277	419	128	1138	1632	811	303	101	757	205	1454	2439	2190	521	1164	638	1207	4921
ENSG00000145945	482	468	113	262	434	858	656	368	140	216	528	192	879	171	265	203	336	617	343	623
